Gender,University_Ranking,Updated_University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Job_Offers,Current_Job_Level,Job_Status
Male,232,7.0,Medicine,4,4,5,9,3,Senior,Yes
Female,12,7.0,Medicine,0,8,4,1,2,Entry,No
Female,186,9.5,Engineering,4,3,0,1,3,Entry,Yes
Female,761,9.5,Law,1,4,4,8,4,Mid,No
Female,932,7.0,Business,4,5,4,1,3,Mid,No
Female,266,7.0,Computer Science,4,9,2,8,4,Mid,Yes
Female,902,7.0,Mathematics,2,6,1,3,4,Entry,No
Male,135,9.5,Mathematics,1,8,3,4,3,Entry,Yes
Male,757,8.5,Engineering,1,5,1,2,4,Entry,No
Male,31,9.5,Law,1,0,0,6,4,Executive,No
Male,859,7.0,Computer Science,4,7,0,7,5,Executive,Yes
Male,456,7.0,Medicine,1,1,4,10,2,Entry,No
Female,259,8.5,Computer Science,2,8,1,3,0,Mid,No
Male,104,9.5,Engineering,3,6,3,9,2,Senior,Yes
Female,431,9.5,Business,4,6,3,3,0,Entry,Yes
Male,382,7.0,Engineering,3,9,4,7,0,Mid,Yes
Male,469,9.5,Mathematics,3,9,3,4,2,Entry,Yes
Female,513,8.5,Mathematics,4,4,2,5,4,Entry,No
Female,941,9.5,Arts,4,7,1,9,5,Senior,Yes
Female,950,9.5,Law,1,9,0,3,2,Mid,Yes
Female,946,7.0,Law,2,0,3,3,4,Senior,No
Male,207,9.5,Law,4,2,3,9,2,Mid,Yes
Female,647,9.5,Arts,3,8,3,9,2,Entry,Yes
Male,447,8.5,Arts,4,0,4,4,5,Entry,No
Male,783,9.5,Business,2,7,0,1,1,Senior,Yes
Male,89,8.5,Law,0,5,1,1,3,Entry,No
Male,195,9.5,Engineering,3,9,3,9,2,Entry,Yes
Male,414,8.5,Arts,0,4,2,6,3,Entry,No
Female,122,9.5,Engineering,0,5,5,5,4,Entry,No
Female,462,7.0,Medicine,2,4,4,10,1,Entry,No
Male,116,7.0,Law,4,8,1,3,5,Senior,Yes
Male,196,8.5,Arts,0,1,3,3,1,Entry,No
Male,36,7.0,Arts,1,9,1,2,0,Senior,No
Male,67,9.5,Business,4,5,4,7,5,Entry,Yes
Female,645,7.0,Engineering,3,3,5,9,5,Entry,Yes
Male,281,9.5,Business,4,2,2,6,3,Entry,Yes
Female,479,7.0,Business,2,4,3,10,1,Mid,No
Male,11,9.5,Engineering,2,1,2,1,4,Mid,No
Other,968,9.5,Medicine,3,2,4,6,0,Mid,Yes
Male,730,9.5,Engineering,3,6,2,8,1,Mid,Yes
Female,322,9.5,Medicine,3,0,4,8,4,Entry,Yes
Male,668,9.5,Business,2,1,5,10,3,Mid,Yes
Female,240,9.5,Medicine,4,2,2,3,4,Mid,Yes
Male,60,8.5,Law,0,9,1,1,4,Entry,No
Male,650,9.5,Medicine,0,6,1,5,4,Mid,Yes
Female,562,9.5,Medicine,1,3,4,6,2,Entry,No
Female,679,7.0,Arts,2,7,1,10,5,Entry,Yes
Female,165,9.5,Arts,3,7,5,9,1,Entry,Yes
Female,831,7.0,Mathematics,4,0,2,2,4,Entry,No
Female,189,9.5,Business,2,4,2,1,0,Mid,No
Male,487,8.5,Engineering,1,0,3,7,2,Entry,No
Male,981,9.5,Medicine,0,6,4,2,4,Entry,Yes
Male,92,9.5,Law,4,3,1,2,4,Executive,Yes
Female,806,9.5,Arts,0,7,5,3,5,Senior,Yes
Male,888,9.5,Engineering,4,7,4,4,1,Senior,Yes
Male,289,9.5,Law,3,8,1,7,2,Entry,Yes
Female,509,8.5,Medicine,4,5,3,1,4,Mid,No
Female,75,8.5,Engineering,3,6,2,6,4,Entry,Yes
Male,557,8.5,Mathematics,2,6,2,7,3,Entry,No
Male,428,8.5,Law,0,4,5,3,0,Mid,No
Male,385,8.5,Computer Science,4,6,0,3,0,Mid,Yes
Male,53,9.5,Law,4,8,4,2,1,Mid,Yes
Male,175,9.5,Law,1,3,1,5,2,Senior,No
Female,673,9.5,Medicine,0,1,0,7,5,Mid,No
Female,579,8.5,Engineering,2,7,4,3,5,Senior,No
Female,474,8.5,Medicine,3,6,1,7,4,Senior,Yes
Male,911,9.5,Medicine,2,5,3,8,5,Mid,No
Female,361,7.0,Computer Science,1,6,4,3,2,Entry,No
Male,270,8.5,Mathematics,2,2,1,1,1,Entry,No
Male,407,7.0,Law,3,5,2,3,3,Entry,No
Female,124,7.0,Engineering,0,9,4,6,1,Entry,No
Male,694,7.0,Mathematics,1,6,1,1,0,Mid,No
Male,376,7.0,Business,4,6,5,9,3,Entry,Yes
Female,392,7.0,Arts,4,4,2,3,4,Senior,No
Male,182,9.5,Mathematics,0,2,2,3,1,Mid,No
Female,36,7.0,Medicine,2,1,0,7,2,Entry,No
Male,212,8.5,Medicine,4,6,1,7,2,Entry,Yes
Female,896,9.5,Medicine,1,3,0,6,0,Entry,No
Male,948,9.5,Medicine,3,1,5,7,0,Entry,Yes
Male,134,8.5,Arts,2,7,0,5,5,Entry,No
Female,865,9.5,Business,3,1,3,8,0,Senior,Yes
Male,924,8.5,Computer Science,2,5,0,10,0,Mid,No
Male,690,7.0,Business,1,3,0,2,4,Entry,No
Male,678,9.5,Arts,3,8,3,5,3,Entry,Yes
Male,926,9.5,Engineering,1,4,3,9,5,Mid,Yes
Male,491,8.5,Computer Science,3,3,4,4,0,Mid,No
Male,849,9.5,Computer Science,2,7,0,8,1,Mid,Yes
Female,841,9.5,Engineering,1,2,2,3,4,Entry,No
Male,988,7.0,Law,2,8,3,6,3,Executive,No
Female,438,7.0,Medicine,2,7,1,8,4,Mid,No
Male,839,8.5,Arts,3,7,4,9,2,Entry,Yes
Male,46,9.5,Engineering,3,9,4,7,4,Entry,Yes
Female,668,7.0,Business,1,4,0,6,5,Entry,No
Male,401,9.5,Business,4,0,5,6,4,Entry,Yes
Other,488,7.0,Law,0,9,2,6,2,Mid,No
Male,432,8.5,Engineering,3,8,5,10,2,Entry,Yes
Female,428,9.5,Arts,2,1,5,9,2,Senior,Yes
Female,748,9.5,Law,0,0,3,3,5,Entry,No
Female,828,7.0,Law,1,5,1,4,5,Senior,No
Female,572,8.5,Law,0,0,0,3,4,Mid,No
Female,517,9.5,Computer Science,0,9,2,9,2,Entry,Yes
Male,965,7.0,Computer Science,4,9,0,5,0,Entry,Yes
Male,462,7.0,Medicine,4,9,0,10,1,Senior,Yes
Female,966,9.5,Arts,0,6,4,8,1,Entry,Yes
Male,903,9.5,Business,4,6,5,8,2,Entry,Yes
Male,181,7.0,Business,4,0,1,9,3,Senior,Yes
Female,145,9.5,Medicine,0,9,1,10,4,Executive,Yes
Male,827,9.5,Business,3,4,1,7,1,Senior,Yes
Female,265,7.0,Law,4,2,1,3,5,Mid,No
Female,735,9.5,Medicine,0,1,3,5,5,Entry,No
Female,406,7.0,Medicine,3,4,3,3,0,Entry,No
Female,813,7.0,Engineering,4,4,1,2,3,Mid,No
Male,969,7.0,Computer Science,0,1,2,3,3,Entry,No
Male,955,8.5,Arts,4,5,3,10,0,Entry,Yes
Male,848,9.5,Arts,3,6,3,9,4,Mid,Yes
Male,484,8.5,Computer Science,0,0,2,9,4,Entry,No
Female,482,9.5,Law,3,2,1,8,2,Mid,Yes
Female,237,8.5,Arts,2,3,0,7,0,Entry,No
Male,525,7.0,Business,1,1,3,1,0,Entry,No
Male,339,9.5,Business,2,9,0,9,5,Mid,Yes
Other,268,9.5,Arts,4,4,0,10,0,Mid,Yes
Male,932,9.5,Mathematics,3,3,2,2,2,Entry,Yes
Female,266,9.5,Mathematics,0,1,1,6,1,Senior,No
Male,528,8.5,Engineering,3,0,5,10,4,Entry,Yes
Female,92,9.5,Arts,4,7,0,5,2,Entry,Yes
Female,248,7.0,Medicine,0,1,1,6,2,Mid,No
Female,19,9.5,Law,2,3,4,8,5,Entry,No
Female,872,9.5,Medicine,3,9,5,8,2,Mid,Yes
Male,390,7.0,Computer Science,1,4,5,10,5,Mid,No
Male,388,8.5,Law,4,1,5,2,5,Mid,No
Female,926,9.5,Law,4,9,1,7,0,Senior,Yes
Male,615,9.5,Business,3,8,2,2,2,Senior,Yes
Female,95,7.0,Law,2,1,2,1,1,Executive,No
Female,430,9.5,Engineering,2,5,4,8,3,Mid,No
Female,795,9.5,Arts,1,6,2,9,2,Entry,Yes
Female,941,7.0,Medicine,1,5,1,7,5,Entry,No
Female,725,7.0,Business,3,3,5,4,1,Entry,No
Female,37,9.5,Mathematics,0,0,1,7,5,Entry,No
Male,393,7.0,Business,2,1,5,4,0,Mid,No
Male,573,7.0,Engineering,0,9,1,7,3,Mid,No
Male,291,9.5,Engineering,0,9,2,4,4,Entry,Yes
Female,874,9.5,Engineering,3,5,1,9,4,Senior,Yes
Male,303,9.5,Engineering,1,7,3,5,0,Mid,Yes
Female,756,8.5,Mathematics,0,2,5,7,0,Entry,No
Male,917,9.5,Medicine,3,6,5,8,4,Entry,Yes
Female,401,9.5,Engineering,1,8,4,5,0,Entry,Yes
Male,823,8.5,Business,0,3,3,1,4,Entry,No
Female,344,9.5,Business,0,6,1,4,0,Senior,Yes
Female,863,9.5,Mathematics,1,6,2,3,4,Mid,Yes
Male,518,9.5,Law,1,9,4,7,1,Entry,Yes
Male,377,9.5,Arts,4,8,3,6,0,Entry,Yes
Female,931,7.0,Business,4,2,1,6,4,Mid,No
Female,818,9.5,Business,3,0,2,2,0,Senior,Yes
Male,165,9.5,Mathematics,3,7,1,6,4,Entry,Yes
Other,13,9.5,Medicine,2,3,5,8,4,Mid,No
Female,25,9.5,Law,4,1,3,5,5,Senior,Yes
Female,736,7.0,Business,1,4,3,9,5,Mid,No
Male,123,7.0,Computer Science,4,3,4,2,3,Senior,No
Male,129,7.0,Business,3,0,2,7,0,Entry,No
Female,817,9.5,Arts,3,6,0,6,1,Mid,Yes
Female,634,7.0,Arts,3,3,1,6,2,Entry,No
Female,547,9.5,Law,1,7,2,4,2,Mid,Yes
Male,595,8.5,Law,0,8,0,10,5,Entry,Yes
Male,309,8.5,Engineering,3,7,2,9,0,Mid,Yes
Male,436,7.0,Medicine,4,0,1,6,5,Entry,No
Male,182,9.5,Arts,0,7,1,8,4,Mid,Yes
Male,588,9.5,Computer Science,4,4,4,8,4,Mid,Yes
Male,616,9.5,Computer Science,3,0,3,4,1,Senior,Yes
Other,744,9.5,Engineering,1,8,3,5,0,Mid,Yes
Male,815,7.0,Medicine,0,8,3,2,2,Mid,No
Female,43,7.0,Medicine,0,6,4,4,1,Mid,No
Female,404,9.5,Law,3,6,3,6,0,Entry,Yes
Female,929,9.5,Business,3,0,2,2,0,Mid,Yes
Male,605,7.0,Computer Science,3,8,3,2,5,Mid,Yes
Female,656,9.5,Computer Science,2,0,3,10,5,Entry,Yes
Female,766,8.5,Mathematics,1,6,5,7,0,Executive,No
Female,590,8.5,Computer Science,1,8,1,10,3,Entry,Yes
Female,263,7.0,Computer Science,3,8,4,5,1,Entry,Yes
Other,70,9.5,Mathematics,2,4,4,3,0,Entry,No
Female,661,7.0,Arts,3,5,3,3,5,Entry,No
Male,292,8.5,Medicine,3,1,5,7,1,Entry,No
Female,214,8.5,Business,1,1,0,3,2,Entry,No
Male,872,7.0,Arts,2,9,1,10,0,Entry,Yes
Female,822,9.5,Medicine,1,8,3,5,4,Mid,Yes
Male,147,7.0,Engineering,3,0,0,2,0,Entry,No
Male,25,8.5,Computer Science,4,9,2,3,0,Mid,Yes
Female,323,9.5,Business,0,4,5,4,1,Entry,No
Female,996,8.5,Medicine,3,6,5,1,1,Senior,Yes
Male,109,8.5,Engineering,2,9,1,4,5,Senior,No
Male,693,8.5,Computer Science,4,5,5,4,3,Entry,No
Female,251,9.5,Engineering,2,5,4,3,0,Mid,No
Male,482,9.5,Mathematics,3,5,0,10,5,Mid,Yes
Female,715,7.0,Engineering,3,7,3,9,2,Entry,Yes
Male,816,9.5,Arts,0,6,0,3,1,Entry,Yes
Female,682,9.5,Engineering,2,4,4,2,3,Mid,No
Female,175,9.5,Arts,4,9,2,7,4,Entry,Yes
Male,347,7.0,Law,0,1,0,9,4,Senior,No
Male,170,7.0,Arts,2,9,3,6,3,Executive,No
Male,2,9.5,Mathematics,3,5,0,5,5,Entry,Yes
Female,646,9.5,Mathematics,0,9,5,1,4,Mid,Yes
Female,639,9.5,Engineering,3,4,2,3,0,Mid,Yes
Female,558,7.0,Medicine,1,3,0,9,1,Senior,No
Male,706,7.0,Engineering,1,9,2,8,2,Mid,No
Male,362,9.5,Engineering,0,4,2,9,4,Mid,Yes
Male,721,9.5,Medicine,0,8,1,8,0,Mid,Yes
Male,296,7.0,Computer Science,2,1,1,1,5,Entry,No
Female,570,7.0,Business,4,5,3,8,1,Executive,No
Female,590,8.5,Law,4,8,3,8,0,Entry,Yes
Female,202,9.5,Computer Science,1,9,3,5,0,Entry,Yes
Male,289,9.5,Engineering,1,4,2,6,5,Entry,No
Female,62,9.5,Computer Science,1,5,2,2,1,Entry,No
Female,502,9.5,Business,3,9,1,1,4,Mid,Yes
Female,780,7.0,Mathematics,4,3,5,8,4,Entry,No
Female,126,9.5,Computer Science,0,4,2,7,0,Entry,No
Male,992,9.5,Business,1,7,1,4,3,Entry,Yes
Male,49,9.5,Computer Science,2,0,0,7,4,Entry,No
Female,600,9.5,Arts,0,0,3,2,0,Entry,No
Male,846,8.5,Engineering,0,9,3,2,5,Senior,No
Male,773,9.5,Business,0,3,4,7,2,Mid,No
Female,179,9.5,Law,4,9,5,3,2,Entry,Yes
Female,581,9.5,Engineering,1,2,1,6,3,Entry,No
Female,879,8.5,Arts,2,4,4,7,5,Senior,No
Male,928,9.5,Mathematics,3,9,3,7,0,Entry,Yes
Male,493,8.5,Computer Science,2,7,4,10,2,Entry,Yes
Female,433,7.0,Engineering,2,0,0,4,5,Senior,No
Other,993,7.0,Computer Science,2,4,4,3,4,Entry,No
Female,572,9.5,Computer Science,3,4,0,1,0,Mid,Yes
Female,302,8.5,Engineering,2,1,3,7,3,Entry,No
Female,964,7.0,Business,2,4,2,9,3,Senior,No
Female,761,9.5,Business,1,7,1,1,4,Entry,Yes
Male,990,9.5,Engineering,1,9,4,5,2,Executive,Yes
Female,169,9.5,Business,1,6,5,4,5,Mid,Yes
Female,977,7.0,Medicine,0,1,0,10,2,Entry,No
Female,963,9.5,Computer Science,2,5,5,2,3,Mid,No
Female,269,7.0,Engineering,4,9,3,7,1,Senior,Yes
Female,364,8.5,Law,4,0,5,7,5,Entry,No
Male,624,8.5,Arts,4,9,5,8,5,Senior,Yes
Female,100,9.5,Mathematics,3,9,3,3,5,Entry,Yes
Male,914,8.5,Engineering,1,2,2,6,3,Entry,No
Female,215,7.0,Engineering,1,5,5,4,5,Entry,No
Male,995,8.5,Computer Science,1,8,5,3,3,Senior,No
Male,625,9.5,Arts,3,0,5,4,0,Executive,Yes
Male,97,9.5,Computer Science,2,5,3,1,4,Senior,No
Female,819,9.5,Law,0,1,5,7,0,Entry,No
Male,630,7.0,Mathematics,1,8,3,7,3,Executive,No
Male,548,7.0,Business,2,1,2,7,0,Entry,No
Female,337,7.0,Engineering,4,2,3,2,2,Entry,No
Male,359,9.5,Computer Science,0,1,5,1,3,Entry,No
Female,290,7.0,Mathematics,4,3,0,9,2,Executive,Yes
Female,396,7.0,Law,2,3,5,2,2,Mid,No
Female,901,9.5,Law,2,9,4,5,4,Entry,Yes
Male,816,8.5,Mathematics,4,0,4,5,2,Mid,No
Female,360,7.0,Medicine,0,7,0,8,0,Entry,No
Male,347,8.5,Engineering,4,4,4,1,0,Entry,No
Male,124,8.5,Law,4,7,5,7,5,Entry,Yes
Male,552,9.5,Mathematics,4,5,3,3,1,Entry,Yes
Female,653,9.5,Business,0,1,5,2,4,Entry,No
Male,538,7.0,Computer Science,3,6,4,5,5,Mid,Yes
Female,654,8.5,Computer Science,0,9,4,4,5,Entry,No
Female,864,9.5,Medicine,4,8,3,9,5,Mid,Yes
Female,907,9.5,Business,1,6,4,1,1,Mid,Yes
Male,422,8.5,Law,1,4,3,3,2,Mid,No
Other,336,9.5,Mathematics,2,3,2,3,5,Entry,No
Female,503,7.0,Medicine,3,7,5,4,3,Entry,Yes
Female,57,9.5,Law,2,5,2,7,0,Entry,No
Male,662,9.5,Law,2,4,4,5,3,Entry,No
Female,879,9.5,Engineering,1,6,2,10,1,Mid,Yes
Male,912,9.5,Arts,0,2,4,6,5,Mid,No
Male,717,7.0,Mathematics,2,8,2,3,1,Entry,No
Male,76,9.5,Law,2,3,4,5,0,Mid,No
Female,466,9.5,Computer Science,3,3,1,2,5,Entry,Yes
Male,285,9.5,Law,1,7,5,4,1,Entry,Yes
Male,722,7.0,Medicine,0,5,0,3,3,Mid,No
Female,386,9.5,Mathematics,3,0,5,3,1,Mid,Yes
Female,950,9.5,Law,0,1,2,4,3,Entry,No
Male,770,7.0,Mathematics,0,8,3,8,5,Mid,No
Female,259,7.0,Computer Science,2,5,0,8,2,Mid,No
Male,477,8.5,Computer Science,3,6,4,1,5,Entry,Yes
Male,696,9.5,Medicine,2,8,0,5,4,Senior,Yes
Male,840,9.5,Computer Science,4,2,3,2,0,Entry,Yes
Female,11,9.5,Business,0,4,3,10,1,Entry,Yes
Male,972,8.5,Business,3,4,5,6,5,Mid,No
Male,672,9.5,Arts,1,9,4,3,0,Senior,Yes
Male,260,9.5,Mathematics,2,6,5,10,1,Entry,Yes
Female,393,8.5,Business,4,1,2,10,2,Mid,Yes
Male,600,7.0,Medicine,4,3,2,9,3,Entry,Yes
Male,369,8.5,Law,4,3,1,9,0,Entry,Yes
Male,184,9.5,Business,2,7,5,8,2,Entry,Yes
Male,16,8.5,Arts,1,9,3,2,2,Senior,No
Female,977,8.5,Mathematics,3,2,1,2,4,Entry,No
Female,756,7.0,Engineering,0,1,3,2,2,Entry,No
Male,506,9.5,Engineering,1,8,1,5,4,Entry,Yes
Male,86,8.5,Medicine,2,3,5,10,2,Entry,No
Male,711,8.5,Arts,3,8,2,9,3,Entry,Yes
Male,10,8.5,Business,0,5,3,7,2,Entry,No
Male,477,8.5,Arts,3,0,5,7,5,Executive,No
Female,164,8.5,Computer Science,0,2,5,3,3,Mid,No
Other,24,9.5,Arts,0,6,2,3,1,Entry,Yes
Other,576,9.5,Business,4,8,0,10,2,Entry,Yes
Female,312,9.5,Medicine,2,7,2,3,2,Entry,Yes
Female,238,9.5,Computer Science,1,4,3,1,1,Entry,No
Female,462,7.0,Arts,4,7,0,8,4,Senior,Yes
Male,462,9.5,Engineering,4,1,1,2,3,Senior,Yes
Female,857,7.0,Business,3,2,4,7,1,Entry,No
Male,238,7.0,Medicine,0,7,3,9,1,Mid,Yes
Female,22,9.5,Law,0,8,4,2,5,Mid,Yes
Female,180,9.5,Business,3,9,4,1,0,Entry,Yes
Male,818,9.5,Arts,2,7,0,5,1,Entry,Yes
Male,559,9.5,Mathematics,0,3,1,10,4,Entry,Yes
Female,791,9.5,Medicine,4,5,2,5,4,Entry,Yes
Male,736,9.5,Engineering,4,4,0,1,4,Entry,Yes
Female,730,9.5,Computer Science,0,3,1,9,3,Senior,Yes
Female,499,9.5,Arts,0,8,2,3,3,Mid,Yes
Female,475,7.0,Medicine,2,9,2,2,2,Entry,No
Female,749,7.0,Computer Science,0,2,1,7,1,Entry,No
Male,716,9.5,Mathematics,2,0,2,5,5,Entry,No
Male,339,8.5,Medicine,4,6,3,4,4,Mid,Yes
Female,531,7.0,Law,2,9,3,4,1,Senior,No
Female,692,8.5,Arts,0,7,0,9,2,Mid,Yes
Female,162,8.5,Medicine,1,2,2,9,2,Senior,No
Male,992,9.5,Engineering,0,2,2,1,4,Entry,No
Male,797,9.5,Mathematics,1,5,1,10,1,Senior,Yes
Other,61,9.5,Medicine,4,1,3,7,2,Entry,Yes
Male,85,9.5,Arts,3,5,4,8,0,Entry,Yes
Female,547,9.5,Medicine,4,4,0,5,3,Entry,Yes
Male,490,9.5,Computer Science,4,6,5,7,1,Entry,Yes
Female,5,9.5,Computer Science,4,8,3,8,4,Entry,Yes
Female,76,8.5,Mathematics,2,8,1,8,2,Mid,No
Female,253,7.0,Law,4,0,0,9,2,Mid,Yes
Male,7,7.0,Business,3,6,4,5,2,Entry,Yes
Female,681,9.5,Mathematics,0,2,5,2,3,Entry,No
Female,642,9.5,Law,1,3,0,6,1,Mid,No
Male,473,9.5,Mathematics,4,1,3,1,2,Entry,Yes
Female,138,9.5,Business,1,0,4,10,5,Mid,Yes
Female,358,7.0,Engineering,4,9,5,6,3,Entry,Yes
Female,812,7.0,Computer Science,2,2,1,3,0,Senior,No
Female,838,9.5,Business,1,9,0,3,1,Entry,Yes
Male,603,7.0,Medicine,4,8,3,7,4,Entry,Yes
Male,163,9.5,Engineering,4,0,1,4,1,Mid,Yes
Male,318,9.5,Arts,3,2,4,5,2,Mid,Yes
Female,458,9.5,Business,3,4,0,6,4,Entry,Yes
Female,253,8.5,Mathematics,3,2,2,10,5,Senior,Yes
Female,201,9.5,Law,2,3,3,6,1,Entry,No
Male,532,9.5,Business,1,3,3,2,4,Entry,No
Male,741,9.5,Law,2,0,2,3,1,Mid,No
Female,675,9.5,Mathematics,0,5,1,1,5,Entry,No
Male,165,9.5,Mathematics,4,6,3,3,0,Executive,Yes
Male,232,7.0,Law,4,6,1,8,0,Entry,Yes
Female,328,9.5,Computer Science,4,5,4,4,0,Mid,Yes
Male,238,9.5,Engineering,3,6,2,2,1,Entry,Yes
Male,120,7.0,Law,4,2,1,4,4,Entry,No
Male,950,8.5,Computer Science,3,4,4,7,0,Mid,No
Male,863,7.0,Computer Science,0,6,0,9,3,Entry,Yes
Other,895,9.5,Law,2,9,3,5,3,Mid,Yes
Male,881,8.5,Engineering,2,4,2,5,0,Entry,No
Male,619,7.0,Medicine,2,9,0,5,0,Entry,No
Male,250,9.5,Mathematics,3,1,0,10,2,Entry,Yes
Female,336,9.5,Business,1,5,0,9,3,Senior,Yes
Male,284,8.5,Computer Science,1,6,1,7,3,Mid,No
Female,198,8.5,Business,0,1,3,3,0,Entry,No
Male,416,8.5,Engineering,1,9,2,2,5,Mid,No
Male,732,8.5,Medicine,0,7,5,9,2,Mid,Yes
Male,395,8.5,Arts,4,4,5,3,4,Mid,No
Female,938,9.5,Mathematics,2,7,3,8,2,Entry,Yes
Female,151,9.5,Mathematics,3,2,3,4,2,Mid,Yes
Male,798,9.5,Medicine,0,1,3,5,3,Entry,No
Female,265,8.5,Engineering,3,6,4,8,0,Entry,Yes
Female,220,9.5,Medicine,3,4,4,5,0,Senior,Yes
Male,216,9.5,Mathematics,2,4,4,10,0,Mid,Yes
Female,315,7.0,Arts,4,7,4,2,2,Mid,Yes
Male,668,7.0,Computer Science,4,8,3,6,2,Entry,Yes
Female,216,9.5,Medicine,1,7,3,7,5,Mid,Yes
Female,335,9.5,Law,4,9,5,1,1,Entry,Yes
Female,359,7.0,Law,2,1,2,10,4,Mid,No
Female,626,9.5,Engineering,3,9,5,9,1,Entry,Yes
Male,161,9.5,Mathematics,0,6,5,6,5,Entry,Yes
Female,815,9.5,Mathematics,0,4,2,4,4,Senior,No
Male,610,7.0,Medicine,4,6,2,2,1,Entry,Yes
Male,511,9.5,Arts,1,2,5,9,1,Mid,Yes
Female,918,7.0,Engineering,0,3,5,6,1,Entry,No
Female,157,9.5,Medicine,1,6,5,9,1,Mid,Yes
Female,162,9.5,Engineering,0,1,2,2,2,Entry,No
Male,42,8.5,Law,1,1,2,5,4,Mid,No
Female,180,9.5,Arts,1,0,4,6,5,Entry,No
Female,303,7.0,Computer Science,3,0,3,5,1,Senior,No
Male,330,9.5,Arts,2,0,2,6,1,Entry,No
Male,563,7.0,Computer Science,0,5,1,3,5,Entry,No
Male,764,9.5,Mathematics,4,4,2,9,0,Mid,Yes
Male,429,7.0,Business,2,9,2,2,2,Entry,No
Other,350,9.5,Law,3,7,3,2,3,Senior,Yes
Female,120,9.5,Mathematics,3,4,5,5,0,Entry,Yes
Female,75,9.5,Law,3,0,4,10,5,Entry,Yes
Other,674,7.0,Law,4,7,0,3,3,Entry,Yes
Male,661,9.5,Arts,0,5,5,2,1,Senior,No
Female,123,7.0,Computer Science,0,7,5,6,4,Mid,No
Male,653,9.5,Business,1,1,3,6,3,Mid,No
Female,182,9.5,Business,1,9,4,7,3,Mid,Yes
Male,921,9.5,Business,1,7,1,4,3,Senior,Yes
Female,890,9.5,Mathematics,4,5,0,8,4,Senior,Yes
Male,789,7.0,Engineering,2,0,4,3,0,Senior,No
Male,257,9.5,Arts,0,0,5,10,2,Entry,Yes
Female,954,8.5,Arts,1,9,4,1,4,Entry,No
Male,837,9.5,Mathematics,4,4,3,5,0,Entry,Yes
Female,757,9.5,Law,4,6,4,6,1,Senior,Yes
Male,598,9.5,Arts,1,3,2,3,0,Senior,No
Female,583,9.5,Arts,3,9,4,2,3,Mid,Yes
Male,269,8.5,Engineering,3,4,0,3,0,Entry,No
Male,493,9.5,Arts,3,9,4,3,0,Entry,Yes
Male,180,8.5,Computer Science,1,2,1,7,1,Mid,No
Male,791,9.5,Mathematics,4,1,2,1,1,Entry,Yes
Male,149,9.5,Business,4,1,0,4,0,Mid,Yes
Male,518,7.0,Engineering,0,4,0,3,4,Mid,No
Male,148,8.5,Engineering,3,3,5,10,1,Entry,Yes
Male,844,7.0,Law,1,1,3,7,3,Senior,No
Female,680,9.5,Arts,0,4,3,1,4,Entry,No
Female,9,7.0,Business,4,9,2,8,5,Senior,Yes
Male,178,9.5,Mathematics,0,8,0,10,0,Mid,Yes
Female,796,9.5,Computer Science,3,7,5,7,5,Entry,Yes
Female,395,7.0,Mathematics,2,8,1,8,3,Senior,No
Male,628,8.5,Business,3,8,4,8,3,Mid,Yes
Female,608,9.5,Mathematics,3,7,4,9,4,Senior,Yes
Male,331,7.0,Medicine,1,8,4,1,0,Mid,No
Female,856,9.5,Business,2,3,3,9,3,Mid,Yes
Male,56,8.5,Computer Science,2,7,0,1,5,Senior,No
Female,207,7.0,Computer Science,2,1,0,3,5,Entry,No
Female,105,9.5,Computer Science,4,8,1,7,1,Entry,Yes
Male,547,8.5,Engineering,0,8,3,8,1,Entry,No
Male,721,9.5,Mathematics,4,2,1,5,4,Senior,Yes
Other,793,9.5,Engineering,2,5,0,1,1,Mid,No
Male,881,8.5,Medicine,1,6,4,3,2,Entry,No
Female,355,8.5,Business,3,2,3,7,0,Entry,No
Female,659,8.5,Arts,3,4,3,2,3,Entry,No
Female,489,8.5,Law,4,0,3,2,3,Senior,No
Female,799,9.5,Medicine,4,2,5,9,4,Senior,Yes
Female,593,9.5,Mathematics,1,7,5,6,4,Senior,Yes
Female,503,8.5,Arts,3,2,4,4,3,Mid,No
Male,50,7.0,Mathematics,4,7,5,10,1,Entry,Yes
Male,87,8.5,Arts,0,8,3,9,4,Mid,Yes
Male,703,7.0,Medicine,4,5,5,7,2,Mid,No
Other,303,9.5,Business,4,6,5,7,4,Mid,Yes
Female,1,9.5,Law,2,5,2,8,1,Entry,No
Male,381,8.5,Arts,0,7,3,3,0,Entry,No
Female,954,8.5,Engineering,0,6,5,2,2,Entry,No
Female,650,9.5,Engineering,1,9,4,1,4,Senior,Yes
Male,648,7.0,Medicine,2,0,5,2,0,Entry,No
Female,362,9.5,Law,0,2,5,3,0,Mid,No
Male,381,8.5,Law,2,2,3,5,5,Entry,No
Female,666,9.5,Mathematics,2,2,5,8,3,Entry,No
Male,162,9.5,Arts,3,3,2,3,1,Senior,Yes
Female,19,7.0,Medicine,0,0,2,7,3,Entry,No
Female,974,9.5,Law,3,1,5,5,5,Entry,Yes
Male,840,9.5,Law,4,4,3,5,1,Entry,Yes
Other,243,7.0,Engineering,4,5,0,8,5,Mid,No
Female,129,7.0,Medicine,3,8,0,10,0,Mid,Yes
Male,176,9.5,Arts,4,1,1,5,4,Entry,Yes
